id,literal_id,printed_id,play_agricola_card_id,name_ja,name_en,min_players_number,prerequisite,cost,description,note,is_official_ja,victory_point,special_victory_point,has_arrow,has_bonus_point_icon,has_negative_bonus_icon,has_pan_icon,has_bread_icon,has_farm_planner_icon,has_actions_booster_icon,has_points_provider_icon,has_goods_provider_icon,has_food_provider_icon,has_crop_provider_icon,has_building_resource_provider_icon,has_livestock_provider_icon,has_cut_peat_icon,has_fell_trees_icon,has_slash_and_burn_icon,has_hiring_fare_icon,card_special_color_id,card_type_id,deck_id,revision_id
108118,G118,G118,1794,冬園,Winter Garden,,,,自分の部屋のうちひとつに、畑であるかのように種をまいてもよい。家畜（ヤギを含む）を家に飼うと、その部屋に植えられた全ての資源を共通のストックに移る。部屋に植えられた資源は通常通り収穫し、加えてラウンド6、8、10、12の終わりにも収穫する。,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,10,1
108119,G119,G119,1795,木の桟橋,Wooden Bridge,,,木材3,アクションスペース「葦1」を使うたび、追加で食料1を得る。アクションスペース「日雇い労働者」を使うたび、追加で葦1を得る。,,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,10,1
109001,F01,🌲01,,人魚との遭遇 パート1,"The Lady of the Sea, Pt. 1",,,,すぐに、未使用スペース3か所までに畑を耕す。,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,14,11,1
109002,F02,🌲02,,ユニコーンとの遭遇 パート1,"Meeting a Unicorn, Pt. 1",,,,収穫の繁殖フェイズとゲーム終了時に、ユニコーンは好きな家畜1として（繁殖および得点計算に）数える。,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,11,1
109003,F03,🌲03,,ユニコーンとの遭遇 パート2,"Meeting a Unicorn, Pt. 2",,,,「家族を増やす 部屋がなくてもよい」を行う。,,0,-3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,11,1
109004,F04,🌲04,,野生児,Feral Child,,,,次の収穫までゲストマーカーを得る。通常の家族と同じように食料供給しなければならず、その後ジャングルへ消える。（このカードをデッキに戻してシャッフルする。）,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,14,11,1
109005,F05,🌲05,,隠遁者,The Hermit,,,,あなたは全ての羊を隠遁者に渡す。隠遁者は同じ数の木材をくれる。,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,14,11,1
109006,F06,🌲06,,人魚との遭遇 パート2,"The Lady of the Sea, Pt. 2",,,,スタートプレイヤーマーカーを得る。他のプレイヤー誰かが人魚に王だと宣言されるまで（このカードが再び引かれるまで）はあなたがスタートプレイヤーを維持する。このカードをデッキに戻してシャッフルする。スタートプレイヤーのアクションは効果を失う。（このカードをデッキに戻してシャッフルする。）,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,14,11,1
109007,F07,🌲07,,猪の王,The Boar King,,,,農場に猪が1頭以上いるなら、あなたのすべての猪が子供を産む（2倍になる）。猪がいないなら、猪の王はあなたの畑を荒らして、栽培中の野菜を破棄する。野菜畑もないなら、猪の王は激怒して、未使用スペース1に畑を耕す。,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,14,11,1
109008,F08,🌲08,,タイツの男たち,Men in Tights,,,,それぞれの建築資材について、最も多く持っているプレイヤー（複数人のこともある）はすぐにその資源を1つ失う。同様に、最も少ない数持っているプレイヤーはすぐにその資源を1つ得る。もし、2人以上が同数で最も少ない場合、最も多く持っているプレイヤーはその資源を均等に配るか、「タイツの男たち」のプレイヤーに降伏しなければならない。（このカードをデッキに戻してシャッフルする。）,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,14,11,1
109009,F09,🌲09,,貴族の義務,Noblesse Oblige,,,,自分のストックの小麦を2倍にする。小麦がない場合に限り、自分のストックの野菜を2倍にする。小麦も野菜もない場合に限り、小麦と野菜それぞれ1つを共通のストックから得る。,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,14,11,1
109010,F10,🌲10,,真夏の夜の夢,A midsummer night's dream,,,,次の帰宅フェイズで、各プレイヤーは家族1人を左どなりのプレイヤーに渡す。次のラウンドの間、持っているプレイヤーがコマを配置するが、効果は本来の所有者が得る。ルールに従って配置しなければならない。その後の帰宅フェイズで、家族は通常通り帰宅する。（このカードをデッキに戻してシャッフルする。）,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,14,11,1
109011,F11,🌲11,,フランス風の城,French Castle,,,,あなたの母はハムスターで、父からはニワトコの実の香りがしたので、あなたは城壁を壊してしまった。石材3と食料3を得る。一時的に投獄されて、家族を配置する次の機会を逃す。（このラウンドに後で配置できる。）,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,14,11,1
109012,F12,🌲12,,すべての木材は我々のもの,All your wood are belong to us,,,,自分のストックにある全ての木材を廃棄する。畑の上にある小麦と野菜の数を2倍にする。（ストックのものは増えない。）（このカードをデッキに戻してシャッフルする。）,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,14,11,1
109013,F13,🌲13,,蘇りし者,Revenant,3,,,この帰宅フェイズで、この家族をこの職業の上に置く。この家族はもうあなたの家にスペースを必要としない。毎ラウンド、この家族は各プレイヤーの家族コマ全てが配置されるまで待たなければならない。その後で、蘇りし者は2つのアクションを行える。,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,11,1
109014,F14,🌲14,,人狼,Werewolf,1,,,毎ラウンドの帰宅フェイズで、あなたの家畜のうち1頭を犠牲にしなければならない。あなたは（残っているものの中から）追加のアクションを得る。家畜がいないなら、他のプレイヤー1人の家畜1頭を選び、犠牲にする。そのプレイヤーは追加のアクションを得る。,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,11,1
109015,F15,🌲15,,高貴な騎士,The Noble Knight,1,,,「漁」のアクションを使うたびに、追加で食料2を得る。,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,11,1
109016,F16,🌲16,,火の沼の炎が吹き出す暖炉,The Fire Bog Flame Spurts Oven,,,,羊1→食料2 猪1→食料2 ラマ1→食料2 牛1→食料2 馬1→食料2 フェアリー1→食料2,,0,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,11,1
109017,F17,🌲17,,ミルクと蜂蜜の国,Land of Milk and Honey,,,,このアクションに使用した家族コマをゲームから取り除く。（この家族は後で「家族を増やす」を行って戻せる。）食料10を得る。（ゲストは使用不可。）,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,11,1
109018,F18,🌲18,,戦姫,Warrior Princess,,,,このカードは、ラウンド5-7に登場するラウンドカード「家族を増やす そして 小さい進歩1」を置き換える。新しいアクション:このアクションを使用した家族コマをゲームから取り除く。ボーナス5点を得る。（この家族は後で「家族を増やす」を行って戻せる。）（ゲストは使用不可。）,,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,11,1
109019,F19,🌲19,,竜の巣,Dragon's Lair,,,,"羊1→ドラゴンはあなたの農場3スペースを焼く。未使用スペースとみなさなくなるが、他に使えなくなる
猪1→小さい進歩のデッキから2枚引き、手札に加える
牛1→石材3
馬1→燃料4
家族コマ1（ゲスト不可）→他のプレイヤー1人の好きな職業1を廃棄する
（一度に複数の支払ってもよい）",,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,11,1
109020,F20,🌲20,,フェアリーリング,Fairy Ring,,,,すぐにこのカードの上にフェアリーマーカー2を乗せる。ラウンドのはじめにフェアリー1を乗せる。このスペースを使用したプレイヤーはこれらのフェアリーを得る。未使用スペースそれぞれにフェアリーを2匹まで飼える。ゲーム終了時に、最も多くのフェアリーを飼っているプレイヤーがボーナス5点を得る。,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,11,1
109021,F21,🌲21,,辿り着かない道,The Road Not Taken,,,,"葦・石材 / レンガ
家族はこのカードのどちらかの側に配置する。ラウンドの終わりに、ゲームボードのアクションスペース上に残っている、対応する資源を全て取る。",,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,11,1
109022,F22,🌲22,,FOUS: 異常な大きさのフェンス,FOUS Fences of Unusual Size,,,,柵を建てるたび、一直線に連続した柵のコストが木材1で済む。,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,11,1
109023,F23,🌲23,,魔女との遭遇,Meeting a witch,,,,得たばかりの木材1を老婆に渡す。お礼に、彼女は水晶玉を3回まで使わせてくれる。占いトークン3をこのカードの上に置く。占いトークン1を払うと、🌲デッキの山の上から3枚を見て好きな順番で戻すことができる。（最後の占いトークンがなくなり次第、このカードをデッキに戻してシャッフルする。）,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,11,1
109024,F24,🌲24,,キャメロット,Camelot,,,,このカードをあなたの農場の隣に置く。このカードは家族1、羊1、猪1、牛1、馬1そしてラマ1を収容できる。,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,11,1
109025,F25,🌲25,,チャック・ザ・ウッド・チャック,Chuck the Wood Chuck,1,,,アクションで木材のみを得るたびに、共通のストックから追加で木材1を得る。,,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,10,11,1
109026,F26,🌲26,,ペルーの異端審問,Peruvian Inquisition,,,,すぐにあなたの農場のすべての羊をラマに置き換える。得点計算時、ラマはすべてのプレイヤーの得点計算で数える。ラマは羊と同じ計算方法である。,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,11,11,1
110001,WM001,WM001,670,アマゾネス,Amazon,3,,,7/9/11/13ラウンドに家族コマで「漁」を使うと、ラウンド数に応じてそれぞれ追加で羊1/猪1/牛1/好きな家畜1を得る,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,12,1
110002,WM002,WM002,2227,家畜バイヤー,Animal Buyer,3,,,収穫のたび、畑フェイズの最後に家畜を2頭まで購入できる（2頭は同じ種類でも違う種類でもよい）。コストは羊が食料2、猪が食料3、牛が食料4。,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,13,1
110003,WM003,WM003,963,リンゴつみ,Apple Picker,1,,,家族コマで「小麦1を取る」か「野菜1を取る」を使うたび、追加で木材1と食料1を得る。,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,12,1
110004,WM004,WM004,501,即席パン屋,Bargaining Baker,1,,,すべての暖炉を資材それか1つ少なく作ることができる。:パン:の進歩を行うたびに、その直前に小麦1をストックから手に入れる。（:パン:の進歩とは、:パン:がついた進歩カードを指す。暖炉とは「○○暖炉」という名前の:パン:進歩カードを指す）,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,14,1
110005,WM005,WM005,910,養蜂家,Bee Keeper,1,,,このカードを出した時、すぐに厩1を無料で作る。この厩は横にしておき、家畜を収容できない。この厩がある限り、収穫のたび、食料供給フェイズで食料1を得る（得点計算では通常通り柵で囲めば1点になる）,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,13,1
110006,WM006,WM006,176,借用者,Borrower,1,,,このカードを出したときに食料7と物乞いカード2枚を得る。いつでも食料3を支払えば、この物乞いカードを1枚返せる。また食料供給で食料が足りず受け取った物乞いカードも、1枚につき食料3を払えば返せる,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,12,1
110007,WM007,WM007,859,枝集め,Branch Collector,1,,,レンガか石材を使う増築・改築・進歩を行うたび、コストを支払う前に、共通のストックから木材1を得る,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,15,1
110008,WM008,WM008,1044,パン運び,Bread Carrier,1,,,次に誰かが暖炉を作ったとき、残っているラウンドスペース全てに食料1ずつ置く。各ラウンドのはじめに、この食料を得る（すでに暖炉が作られていたら、すぐに食料1ずつ置く。暖炉が2つ以上あっても、置く食料は1ずつ。「暖炉」とは○○暖炉という名前の、パンを焼く進歩カードを指す）,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,13,1
110009,WM009,WM009,151,女化学者,Chemist,3,,,家族のアクションで資材の累積スペースから木材を取るたびに、自分のストックのレンガ1を、資材が累積するほかのアクションスペースに置けば、食料2を得る。（「資材の累積スペース」とは、毎ラウンド資材が追加されるアクションスペースを指す）,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,16,1
110010,WM010,WM010,1067,修道院生活者,Cloister Dweller,1,,,得点計算のとき、自分の農場の5列を見て、1列3マス全てが部屋か、3マス全てが畑か、3マス全てが同じ牧場に属していたら、1列につき1点を得る。,,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,12,1
110011,WM011,WM011,2120,建築業者,Contractor,1,,,部屋を増築または改築するか、大きな進歩を行うたびに、好きな資材1つを食料1で代用できる,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,12,1
110012,WM012,WM012,1902,ねたみ深い農夫,Covetous Farmer,3,,,毎ラウンド1回だけ、手番中に資材1つを共通のストックから取ることができる。ただしその資材は、ほかのプレイヤー全員がもっており、自分だけもっていないものに限る,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,16,1
110013,WM013,WM013,705,カウボーイ,Cowboy,3,,,累積するアクションスペース「羊1」「猪1」「牛1」には、ほかの家族コマがあっても、自分の家族を置いて使える。これによってその家畜1頭を得る。さらに未使用の農場スペース1つに同じ家畜を2頭まで置ける（その農場スペースは使用済みとはみなさない）,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,13,1
110014,WM014,WM014,1900,輪作農家,Crop Rotator,1,,,畑から最後の小麦/野菜を収穫するたび、その畑にすぐに野菜/小麦の種をまくことができる。このカードを出したとき、すぐに自分の畑全てからそれぞれ小麦1か野菜1を収穫する。,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,16,1
110015,WM015,WM015,1018,廃材商人,Debris Dealer,3,,,レンガの家を石の家に改築したとき、アクションの後すぐにレンガ2を得る。また木の家に住んでいなければ、ほかのプレイヤーが木/レンガの家を改築するたび、木材2/レンガ2を得る。,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,16,1
110016,WM016,WM016,897,外交官,Diplomat,3,,,ラウンド14で1回だけ、ほかのプレイヤーが家族コマを置いているアクションスペースを使える。このカードをラウンド7までに出していれば、その効果を1回ではなく2回使える。,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,16,1
110017,WM017,WM017,731,技師,Engineer,3,,,進歩を行うたび、そのコストを支払う前に食料1を得る。進歩カードに指示されたコストに石材が含まれていれば、食料1ではなく食料2を得る。,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,15,1
110018,WM018,WM018,563,建築専門家,Expert Builder,3,,,誰か（あなたを含む）が増築するたびに、増築したプレイヤーは、使用した資材から1つ選び、このカードの上に置く。あなたは、このカードに置かれた資材をいつでも、増築・改築に利用できる。,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,15,1
110019,WM019,WM019,646,家族計画家,Family Planner,1,,,現在のラウンドに4、7、10を足し、そのラウンドスペースに、ストックから家族コマをそれぞれ1つまで置く。そのラウンドのはじめに（それ以前は不可）、部屋があればその家族を増やせる（増やさなければストックに戻す）。この家族は新生児とみなし、次のラウンドからアクションに使える,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,15,1
110020,WM020,WM020,941,農業学校卒業生,Farm School Graduate,3,,,このカードはあなたの1枚目の職業としてのみ出せる。このカードを出したら、以降どのアクションスペースの「職業」アクションも使えなくなる。代わりに収穫のたび、食料2を支払えば職業を1枚だけ出せる,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,15,1
110021,WM021,WM021,186,柵商人,Fence Dealer,1,,,柵を作るたび、支払う木材1につき柵を2本置ける。ただしゲーム全体であなたが作れる柵は12本だけになる,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,13,1
110022,WM022,WM022,367,食通,Food Connoisseur,1,,,このカードに（下から）レンガ、野菜、石材、小麦、木材、葦を1つずつ重ねる。家族コマで「日雇い労働者」「漁」「小劇場」の食料を取るたびに、追加でここから1番上にあるものを得る,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,12,1
110023,WM023,WM023,2299,森の農夫,Forest Farmer,1,,,矢印マーカー3枚をこのカードに置く。毎ラウンド、労働と帰宅フェイズの間に、矢印マーカー1枚を捨てて木材1を支払えば、「畑1を耕す」または「畑1を耕す+種をまく」にいるあなたの家族コマを、まだ空いているアクションスペースに移動し、そのアクションを行うことができる,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,15,1
110024,WM024,WM024,2265,山師,Gem Hunter,1,,,家族のアクションで、資材が累積するアクションスペースからレンガを取るたびに、追加で石材1を得る。ただしラウンド9までは、累積するアクションスペースからレンガを3つ以上取った場合、石材1を得るには、レンガ1をアクションスペースに残さなければならない,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,14,1
110025,WM025,WM025,921,教父,Godfather,3,,,「家族を増やす」（ステージ2と5で登場）が埋まっているとき、その縦横に隣接するアクションスペースを、家族コマで使うたびに、アクションの直前に小麦1を共通のストックから得る,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,12,1
110026,WM026,WM026,1002,生垣の親方,Hedge Master,3,,,柵を1本以上作るたびにボーナス1点を得る。このカードを出したときに「柵を作る」のアクションが1回できる。,,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,12,1
110027,WM027,WM027,537,女性相続人,Heiress,1,,,6/10/13ラウンドのはじめに木の家/レンガの家/石の家だったら、そのラウンドのはじめに1部屋増築できる。レンガの部屋はレンガ1少なく、石の部屋は石材2少なく増築できる（このカードを出したとき、対応する部屋タイルを該当ラウンドに置く）,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,13,1
110028,WM028,WM028,878,監督の少年,Herdsman,1,,,家族コマで「日雇い労働者」のアクションを使うたびに、追加で羊1を得る。ラウンド6からは羊1か猪1を得る。,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,15,1
110029,WM029,WM029,904,丘陵地農夫,Hill Farmer,1,,,柵を作るか、畑を耕すたびに、住居が2部屋なら食料2、3部屋なら食料1を得る。,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,14,1
110030,WM030,WM030,1681,古物商人,Hoarder,1,,,収穫のたびに、資材1を自分のストックからこのカードの上に置くことができる。得点計算で、このカードに資材が1/2/3/4種類あれば、それぞれボーナス1/2/3/5点を得る,,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,12,1
110031,WM031,WM031,237,つましい農家の若者,Humble Farmboy,3,,,残り1/3/6/9ラウンドあれば、木材1/2/3/4を得る。得点計算で、自分の前にあるカード（職業カードと進歩カードのみ。物乞いカードは除く）が最も少ない人は（全員）3点得る,,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,13,1
110032,WM032,WM032,1001,狩人,Hunter,1,,,収穫の繁殖フェイズ以外で家畜を手にいれるたびに、それをすぐに何頭でも食料に換えられる。羊/猪/牛はそれぞれ食料2/3/4になる。,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,15,1
110033,WM033,WM033,146,女官,Lady in Waiting,3,,,このカードをラウンド4までに出せば、まだストックにある家族コマ1個を、ラウンド12のスペースに置く。そのラウンドのはじめに食料2を払えば、部屋がなくてもその家族を住居に置ける。この家族はすでに大人で、ラウンド12から投入できる。,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,13,1
110034,WM034,WM034,1399,家畜番,Livestock Keeper,1,,,このカードを出したらすぐ猪1を得る。すｄに猪をもっていれば猪ではなく牛1を得る。収穫の繁殖フェイズのたびに、食料1を支払えば、家畜1種類のみを、1頭ではなく2頭増やせる,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,14,1
110035,WM035,WM035,1068,郵便夫,Mailman,3,,,4つのアクションスペース（家族コマがいてもいなくてもよい）に、木材2、レンガ2、葦1、石材1を置く。そのアクションスペースを使ったプレイヤーは、あなたに食料1を支払えば、追加で置かれた資源を得ることができる（自分で取る場合は無料）,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,13,1
110036,WM036,WM036,505,シェフ,Master Cook,3,,,毎ラウンド、最初の家族をアクションスペースではなくこのカードに置いて、食料2とゲスト1人を得ることができる。このゲストは同じラウンドで使い、その後に返さなければならない。（最初の家族と次の家族を連続して置くときには、このカードに家族を置くことはできない）,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,14,1
110037,WM037,WM037,691,厩務員,Master Stableman,1,,,家族のアクションで家畜の累積スペースから家畜2頭以上を取るたびに、その家畜を取る前に、厩を2軒まで、1軒につき木材1で作ることができる（「家畜の累積スペース」とは、毎ラウンド家畜が追加されるアクションスペースを指す）,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,16,1
110038,WM038,WM038,230,簡略主義者,Minimalist,3,,,得点計算のとき、進歩カードを0/1/2/3枚しか出していなければ、ボーナス9/6/4/2点を得る。,,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,16,1
110039,WM039,WM039,2113,質屋,Pawnbroker,1,,,自分が出している進歩カード1枚につき1回だけ、印刷された得点の3倍の食料を受け取れる。その後、食料を取った進歩カードは戻したり取り除いたりできず、その得点はなくなる。「質屋」のカード効果がなくなっても得点はないままとなる,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,16,1
110040,WM040,WM040,2126,自給自足者,Permaculturist,1,,,小麦を、未使用の農場スペースに植えられる。小麦を植えたスペースは小麦畑となる。ほかの畑に隣接していなくてもよい。（小麦が全て収穫されたら、未使用のスペースに戻る。）このスペースの小麦は、いつでも共通のストックに戻せる。遅くとも得点計算までには（あるいはこのカードの効果がなくなったときに）戻さなければならない,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,15,1
110041,WM041,WM041,732,政治家,Politician,1,,,このカードを出したら、すぐに石材1を得る。1ラウンドにつき2回まで、葦1を石材1か、石材1を葦1に交換できる。,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,13,1
110042,WM042,WM042,180,リフォーム士,Remodeler,1,,,木の家を改築する直前に、すでに建ててある厩を1つ戻せば、資材を払わずに1部屋増築できる（この厩は後から建てられる）,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,14,1
110043,WM043,WM043,1065,資材貸し,Resource Lender,3,,,アクションスペースから資材を取るたびに、自分のストックに置く代わりに、その中の1種類の資源を1つ追加することができる。ただし、このとき手に入れた資材を全て、好きな順序で1つずつ、これ以降のラウンドスペースに置かなければならない。（ラウンドスペースに置ききれない分はなくなる。）この資材はそれぞれのラウンドのはじめに得る,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,16,1
110044,WM044,WM044,756,倉庫の女,Silo Girl,3,,,石の家に改築したらすぐ、まだ行われていない偶数のラウンドスペース全てに、共通のストックから小麦1ずつ、奇数のラウンドスペース全てに、共通のストックから野菜1ずつ置く。各ラウンドのはじめにこの小麦か野菜を取る（すでに石の家になっていたら、カードを出してすぐに小麦と野菜を置く）,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,14,1
110045,WM045,WM045,1073,厩配達人,Stable Deliveryman,1,,,現在のラウンドに3、5、7、9を足し、そのラウンドスペースに、まだ建てていない厩を1軒ずつ置くことができる。そのラウンドのはじめに、木材1を支払えば、この厩を建てられる（木材を支払わなければ、厩はストックに戻る。それまではラウンドスペースに置いた厩を取ることはできない）,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,14,1
110046,WM046,WM046,977,石材管理者,Stone Curator,1,,,石材の累積スペースを使うたびに、追加で食料1を得る。得点計算で石の家2部屋につきボーナス1点と、コストに石材が指示された進歩カード2枚につきボーナス1点を得る。（「石材の累積スペース」とは、毎ラウンド石材が追加されるアクションスペースを指す）,,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,15,1
110047,WM047,WM047,886,倉庫人,Storehouse Minder,3,,,このカードを出したらすぐ、手持ちの資材を4種類まで、各1個ずつこのカードに置くことができる（後から置くことはできない）。収穫のたび、資材を2種類まで、各1個ずつ共通のストックから取ってこのカードの上に加える。ただし加えるのは、この時点でカードに置かれている資材と同じものに限る。1ラウンドに1回、このカードから1種類の資材を全部取ることができる,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,14,1
110048,WM048,WM048,548,日曜労働者,Sunday Worker,3,,,ラウンド7とラウンド14に1回ずつ、食料1を支払えば、1つの家族コマで1つのアクションを2回できる。その際、累積するアクションスペースでは、それまでに累積していたものの2倍を受け取る。,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,12,1
110049,WM049,WM049,551,日の出崇拝者,Sunrise Admirer,1,,,以降の3ラウンドで、ラウンドのはじめに食料2を支払えば、最も東側（家の反対側）の農場スペース3つのうち1つを畑にすることができる。（畑同士は隣接しなければならないことに注意。）その農場スペース3つのいずれかが未使用なのに畑にしなかったら、このカードはゲームから除外される（自分の職業に数えない）,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,16,1
110050,WM050,WM050,225,カーテン織,Tapestry Weaver,1,,,収穫の畑フェイズのたび、羊が3頭以上いれば、共通のストックから食料1を自分の住居に置く。置ける食料は部屋1つに1つまで。この食料は使うことができないが、得点計算で1つにつきボーナス1点になる,,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,15,1
110051,WM051,WM051,174,酒場の主人,Tavern Keeper,1,,,収穫のたび、家族のいない部屋があれば食料1と小麦1を得る。得点計算で、このような空き部屋1つにつきボーナス1点を得る,,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,14,1
110052,WM052,WM052,533,タイル工,Tile Maker,3,,,残りラウンド数が1/3/6/9ラウンドあるなら、すぐにレンガ1/2/3/4を得る。得点計算でレンガの家のプレイヤーは全員、ボーナス2点を得る（石の家だったら、このカードによるボーナスはない）,,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,14,1
110053,WM053,WM053,810,村のまぬけ,Village Fool,1,,,毎ラウンドはじめに、手札から1枚を裏向きにしてこのカードの下に入れることができる。そのカードは最後まで使えなくなるが、得点計算で1枚につきボーナス1点を得る。ただし3、5、7、9枚目のカードはボーナス得点にならない。,,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,12,1
